Wall time,Step,Value
1756441797.1922743,6201,2.2848598957061768
1756441848.0660422,6211,2.354978322982788
1756441852.8016098,6212,2.1169183254241943
1756441862.5126853,6214,2.0655012130737305
1756441892.5735765,6220,2.3059775829315186
1756441922.8225172,6226,2.35915470123291
1756441957.1647067,6233,2.219264030456543
1756441982.5217142,6238,2.159883499145508
1756442017.46051,6245,2.1960508823394775
1756442047.558825,6251,2.224205255508423
1756442113.0336587,6264,2.0018961429595947
1756442242.5756733,6290,2.409240961074829
1756442342.8146162,6310,2.2103872299194336
1756442357.8183186,6313,1.937670111656189
1756442377.4099493,6317,2.118199586868286
1756442382.54795,6318,2.2643239498138428
1756442417.5747492,6325,2.208580255508423
1756442504.5115314,6342,2.5148799419403076
1756442559.8651838,6353,2.205357313156128
1756442615.256035,6364,2.076089382171631
1756442940.9436615,6371,2.2613461017608643
1756442971.2393281,6377,2.2660882472991943
1756443092.4627526,6401,2.1122920513153076
1756443369.1719925,6456,2.125091075897217
1756443389.230199,6460,2.245806932449341
1756443454.6520102,6473,2.301467180252075
1756443509.6460445,6484,2.1671547889709473
1756443529.4207685,6488,2.19233775138855
1756443569.316022,6496,2.2343575954437256
1756443574.2958636,6497,2.1103241443634033
1756443594.9920042,6501,2.3401429653167725
1756443640.26341,6510,2.1603827476501465
1756443645.007271,6511,1.9724488258361816
1756443694.573148,6521,2.229991912841797
1756443699.7368708,6522,2.2591118812561035
1756443704.8354213,6523,2.1244359016418457
1756443744.8175187,6531,2.0798561573028564
1756443844.960983,6551,2.275761604309082
1756444255.0329654,6575,1.999908447265625
1756444285.0939682,6581,2.148420810699463
1756444290.1952815,6582,2.265376567840576
1756444305.152761,6585,2.3031554222106934
1756444355.4601777,6595,2.1370699405670166
1756444400.2552269,6604,2.125089645385742
1756444414.8207073,6607,1.934561848640442
1756444465.522983,6617,2.1027050018310547
1756444490.7826922,6622,2.312361478805542
1756444672.2666712,6658,2.211968183517456
1756444717.818381,6667,2.4299919605255127
1756444727.8630407,6669,1.9689879417419434
1756444747.8065593,6673,1.9502084255218506
1756444778.2229805,6679,2.006349563598633
1756444793.8470798,6682,2.410961389541626
1756444828.574463,6689,2.0535905361175537
1756444869.0511763,6697,2.23641300201416
1756444884.3393846,6700,2.2402913570404053
1756444924.84529,6708,2.177201271057129
1756444944.5071244,6712,2.2060391902923584
1756444964.4689825,6716,2.231285572052002
1756445078.536012,6739,1.9276753664016724
1756445098.2560668,6743,2.109748363494873
1756445133.8856652,6750,2.286594867706299
1756445153.81269,6754,2.162351369857788
1756445503.0233538,6765,2.1840412616729736
1756445563.5777602,6777,2.1823527812957764
1756445643.4541414,6793,2.25788950920105
1756445767.9947963,6818,2.3315837383270264
1756445843.1488423,6833,2.2012102603912354
1756445913.249869,6847,1.916561484336853
1756445933.811815,6851,2.236994981765747
1756445953.91069,6855,2.215265989303589
1756445994.0134394,6863,2.1471714973449707
1756446023.9832106,6869,2.137223958969116
1756446028.5441267,6870,1.9748027324676514
1756446114.2330647,6887,2.1564953327178955
1756446159.0703764,6896,2.3004140853881836
1756446189.3852823,6902,2.200939655303955
1756446229.356629,6910,2.2257392406463623
1756446244.0085797,6913,2.056657552719116
1756446355.1172209,6935,2.1481759548187256
1756446728.957245,6952,1.9277050495147705
1756446749.6127598,6956,2.381629705429077
1756446789.4729807,6964,2.168478012084961
1756446804.617603,6967,1.999281406402588
1756446834.8635082,6973,1.964890718460083
1756446925.535592,6991,2.074340343475342
1756446935.5175567,6993,2.175443410873413
1756447026.7458675,7011,1.991976261138916
1756447046.6034398,7015,2.241934061050415
1756447062.3143013,7018,2.1641948223114014
1756447154.2326512,7036,1.9889862537384033
1756447174.0546207,7040,2.109236478805542
1756447209.1169317,7047,1.9415920972824097
1756447274.4585888,7060,2.0780856609344482
1756447305.2649531,7066,2.2099249362945557
1756447374.3877463,7080,1.9435609579086304
1756447433.625738,7092,2.1631970405578613
1756447467.447225,7099,2.0362977981567383
1756447507.539943,7107,2.0992074012756348
1756447548.3115747,7115,2.1075093746185303
1756447553.4890337,7116,2.2437853813171387
1756447598.7035785,7125,2.2906060218811035
1756447663.6298215,7138,1.9960359334945679
1756447986.1258388,7142,2.102285861968994
1756448055.8642797,7156,2.0102322101593018
1756448116.813893,7168,1.987517237663269
1756448121.929375,7169,2.2067394256591797
1756448157.2467432,7176,2.217830181121826
1756448228.0903418,7190,2.0124073028564453
1756448258.382656,7196,2.019426107406616
1756448293.6801395,7203,2.223430871963501
1756448303.7537336,7205,2.2736294269561768
1756448348.3809938,7214,2.019270181655884
1756448358.1495934,7216,2.132826566696167
1756448363.187753,7217,2.0870931148529053
1756448456.4329548,7236,2.0666446685791016
1756448471.6088512,7239,2.1589152812957764
1756448517.5020933,7248,2.1741724014282227
1756448582.0020664,7261,2.0348618030548096
1756448652.89211,7275,2.1837024688720703
1756448702.824442,7285,2.278813362121582
1756448783.2225149,7301,2.0735318660736084
1756448838.495185,7312,2.3025782108306885
1756448929.8998687,7330,2.1720590591430664
1756449285.2175646,7340,2.010167360305786
1756449289.921519,7341,1.9156073331832886
1756449320.5371737,7347,1.991431474685669
1756449354.879548,7354,2.1091268062591553
1756449375.1111724,7358,1.9149203300476074
1756449380.2924635,7359,2.2131314277648926
1756449385.0503201,7360,1.9421249628067017
1756449495.9008002,7382,1.99263334274292
1756449501.0142984,7383,2.067244529724121
1756449521.0002813,7387,2.024935722351074
1756449530.9770725,7389,2.105114698410034
1756449575.6150239,7398,2.2281060218811035
1756449596.0164282,7402,1.8093173503875732
1756449611.2831597,7405,2.1132891178131104
1756449741.7653205,7431,2.16772723197937
1756449747.033008,7432,2.1256284713745117
1756449792.0919843,7441,2.1514272689819336
1756449806.955971,7444,2.109039068222046
1756449827.1031883,7448,1.969773292541504
1756449842.305967,7451,2.1311230659484863
1756449891.8059397,7461,2.193772792816162
1756449896.9862652,7462,2.239356756210327
1756449902.27335,7463,2.3380825519561768
1756449907.1485627,7464,1.977946162223816
1756449931.6765928,7469,2.064493417739868
1756449962.2873929,7475,2.0789871215820312
1756449982.7771,7479,2.036104917526245
1756449992.7569106,7481,2.308640480041504
1756450073.5574276,7497,2.012357711791992
1756450103.7273943,7503,2.1012701988220215
1756450108.5403059,7504,2.212672233581543
1756450148.3492062,7512,2.1755974292755127
1756450536.9472804,7531,2.0780768394470215
1756450623.673319,7548,2.0940446853637695
1756450754.0304039,7574,2.0676114559173584
1756450868.932286,7597,2.08962345123291
1756450903.4670832,7604,1.9973891973495483
1756450933.8988638,7610,2.331799030303955
1756450948.8931983,7613,2.2404868602752686
1756451104.125155,7644,2.0565059185028076
1756451109.279856,7645,2.255434274673462
1756451188.3777564,7661,1.975565791130066
1756451193.3893154,7662,2.0401904582977295
1756451243.1283288,7672,2.0705440044403076
1756451258.4890847,7675,2.3153367042541504
1756451268.8286564,7677,2.178823471069336
1756451324.220106,7688,2.1236088275909424
1756451355.656161,7694,2.422917366027832
1756451371.0695007,7697,1.9943735599517822
1756451390.874654,7701,2.032404899597168
1756451481.5170438,7719,2.09474778175354
1756451482.5018876,7720,2.0650665760040283
1756451817.80878,7724,2.047166585922241
1756451832.7182536,7727,2.191009044647217
1756451842.9794478,7729,1.9675434827804565
1756451913.7813563,7743,2.0352180004119873
1756451933.657419,7747,1.848400354385376
1756451989.2352612,7758,2.050828456878662
1756452003.985506,7761,2.0456736087799072
1756452105.571283,7781,1.9958757162094116
1756452145.47506,7789,2.162412166595459
1756452195.3279023,7799,2.091468334197998
1756452200.1823857,7800,2.1478474140167236
1756452255.111546,7811,2.0913453102111816
1756452370.6368358,7834,2.208261251449585
1756452395.8833635,7839,1.9798983335494995
1756452481.7166302,7856,2.083308219909668
1756452598.1349294,7879,1.9906198978424072
1756452608.21546,7881,2.2947425842285156
1756452701.778995,7900,2.0490968227386475
1756452706.947943,7901,2.064324140548706
1756452726.3147366,7905,1.9551457166671753
1756452746.801193,7909,2.117670774459839
1756453135.2636907,7927,2.0514941215515137
1756453165.533412,7933,1.8986808061599731
1756453170.6388962,7934,2.1680350303649902
1756453381.8161263,7976,2.256167411804199
1756453422.826488,7984,2.1396539211273193
1756453462.5082138,7992,1.8990752696990967
1756453467.4481256,7993,1.9262158870697021
1756453552.331937,8010,2.0000839233398438
1756453593.1483796,8018,1.9213149547576904
1756453618.1096725,8023,2.1745214462280273
1756453637.9781835,8027,1.9597784280776978
1756453692.2845962,8038,2.0347745418548584
1756453753.437168,8050,2.1303701400756836
1756453768.7896988,8053,1.9782005548477173
1756453778.5140662,8055,2.0545966625213623
1756453798.2205808,8059,2.3688454627990723
1756453838.5568228,8067,1.9180845022201538
1756454438.881151,8127,2.1072676181793213
1756454468.94375,8133,2.1471774578094482
1756454474.0128329,8134,2.1299965381622314
1756454484.0030446,8136,2.0137298107147217
1756454559.6182063,8151,2.1484522819519043
1756454594.3722765,8158,2.071713924407959
1756454710.3251598,8181,1.915686845779419
1756454730.0055304,8185,2.000239849090576
1756454785.1635084,8196,1.947838306427002
1756454800.0724566,8199,2.183609962463379
1756454886.2245178,8216,1.951234221458435
1756454915.7794166,8222,2.0860488414764404
1756454981.8160594,8235,2.0251364707946777
1756455081.7753808,8255,1.85385000705719
1756455127.2778761,8264,1.9548721313476562
1756455197.8978298,8278,2.1872670650482178
1756455208.2090328,8280,2.2057952880859375
1756455218.3224003,8282,2.2018864154815674
1756455262.9432619,8291,2.188626289367676
1756455606.8120115,8300,2.0882010459899902
1756455647.587889,8308,2.1225686073303223
1756455749.6696002,8328,1.9008740186691284
1756455759.3857567,8330,1.8501017093658447
1756455774.453565,8333,2.3136754035949707
1756455784.4355774,8335,2.0067520141601562
1756455814.0253808,8341,2.027082681655884
1756455875.0590553,8353,2.103245735168457
1756455880.058691,8354,1.862527847290039
1756455914.9498367,8361,2.1720216274261475
1756455930.0135918,8364,2.0930421352386475
1756455954.9452333,8369,2.0852980613708496
1756455989.954025,8376,2.0421206951141357
1756456000.2267458,8378,2.1481616497039795
1756456256.2473147,8429,2.0624191761016846
1756456311.1072466,8440,2.1932008266448975
1756456326.6578858,8443,2.254772424697876
1756456351.0015612,8448,2.091973066329956
1756456431.1475184,8464,2.0445034503936768
1756456451.1133807,8468,1.99652099609375
1756456456.3498416,8469,2.400137186050415
1756456466.3868656,8471,2.129887819290161
1756456481.9071734,8474,2.0103516578674316
1756456516.5608933,8481,1.9727988243103027
1756456536.164721,8485,2.0295071601867676
1756456555.925423,8489,2.0935938358306885
1756456892.3014948,8498,2.2737796306610107
1756456896.9079292,8499,1.9972554445266724
1756456921.9368346,8504,2.2090885639190674
1756456941.8792648,8508,1.898099422454834
1756456946.9712741,8509,2.0710084438323975
1756457022.5925944,8524,1.9657378196716309
1756457179.2207005,8555,2.100034236907959
1756457239.544112,8567,2.029325246810913
1756457274.0929153,8574,1.973474383354187
1756457299.1016264,8579,1.9379101991653442
1756457370.081861,8593,1.9008967876434326
1756457415.4630866,8602,1.979225993156433
1756457490.740125,8617,1.9937992095947266
1756457544.7949069,8628,1.9458155632019043
1756457580.0060647,8635,2.193920612335205
1756457585.127909,8636,2.1349329948425293
1756457600.1890557,8639,1.9605352878570557
1756457630.3810284,8645,1.8349418640136719
1756457820.3141005,8683,1.9013457298278809
1756458140.6877484,8686,2.0763115882873535
1756458150.1119862,8688,1.9106582403182983
1756458164.7896552,8691,1.918643593788147
1756458169.8059485,8692,2.0635955333709717
1756458189.797386,8696,2.0150935649871826
1756458204.4817533,8699,1.8032655715942383
1756458349.6710758,8728,2.063211679458618
1756458420.4718626,8742,1.9380353689193726
1756458557.073448,8769,2.1227831840515137
1756458587.6130853,8775,2.113355875015259
1756458607.0326853,8779,1.9418857097625732
1756458697.4850848,8797,2.153386354446411
1756458722.7731001,8802,1.9566370248794556
1756458768.0082722,8811,2.1235156059265137
1756458797.8617542,8817,2.024111032485962
1756458813.0466554,8820,2.0519020557403564
1756458828.2378607,8823,1.9902422428131104
1756458932.1478493,8844,2.1071691513061523
1756458988.2503552,8855,2.1600449085235596
1756459053.7913797,8868,2.1679627895355225
1756459059.152692,8869,2.203364372253418
1756459408.6105356,8879,2.030855178833008
1756459423.2685392,8882,1.8608030080795288
1756459443.6631153,8886,2.071798801422119
1756459529.6632257,8903,1.884119987487793
1756459539.4156966,8905,1.9541993141174316
1756459554.6021721,8908,1.880669355392456
1756459658.567343,8929,2.1920294761657715
1756459668.8242135,8931,2.017256259918213
1756459683.846157,8934,2.018974781036377
